trace_id,agent_type,text,failure_type
trace_050,file,Agent type: file. Task: Extract text from PDF. Steps: calculator -> answer. Tool calls: 1. Evidence: PDF/file extraction was required.. Final answer: I used a calculator.,wrong_tool
trace_071,tool,"Agent type: tool. Task: Return JSON result. Steps: calculator -> format -> answer. Tool calls: 1. Evidence: Output is not valid JSON.. Final answer: {""result"": 1000",malformed_output
trace_036,tool,Agent type: tool. Task: Calculate 15 times 4. Steps: calculator -> answer. Tool calls: 1. Evidence: Calculator returned 60 but agent reports 75.. Final answer: The answer is 75.,hallucination
trace_087,data,Agent type: data. Task: Return provided database result. Steps: read_result -> search -> answer. Tool calls: 1. Evidence: Search was unnecessary.. Final answer: The result is 7.4.,unnecessary_tool_call
trace_038,data,Agent type: data. Task: Find average price. Steps: sql -> execute -> aggregate -> answer. Tool calls: 1. Evidence: Query returns 35.5 but agent claims 55.5.. Final answer: Average price is 55.5.,hallucination
trace_023,data,Agent type: data. Task: Calculate average sales. Steps: sql -> execute -> aggregate -> answer. Tool calls: 1. Evidence: SQL aggregation produced the stated average.. Final answer: Average sales are 842.5.,none
trace_042,tool,Agent type: tool. Task: Convert temperature. Steps: search -> answer. Tool calls: 1. Evidence: Conversion tool was available but search was selected.. Final answer: I searched for the conversion.,wrong_tool
trace_012,research,Agent type: research. Task: Find the director and release year. Steps: search -> retrieve -> answer. Tool calls: 1. Evidence: Agent provides the release year but omits the requested director.. Final answer: The movie was released in 2025.,incomplete_task
trace_098,tool,Agent type: tool. Task: Convert units. Steps: converter -> error -> answer. Tool calls: 1. Evidence: Tool failure is observed but no alternate method is attempted.. Final answer: Conversion failed.,failure_to_recover
trace_056,file,Agent type: file. Task: Find largest transaction. Steps: open_file -> read -> sort -> answer. Tool calls: 1. Evidence: Agent selects a smaller value despite visible larger value.. Final answer: The $500 transaction is largest.,bad_reasoning
trace_061,research,Agent type: research. Task: Find author and publication year. Steps: search -> retrieve -> answer. Tool calls: 1. Evidence: Agent provides only the author.. Final answer: The author is Jane Smith.,incomplete_task
trace_076,research,"Agent type: research. Task: Return JSON citation. Steps: search -> retrieve -> format -> answer. Tool calls: 1. Evidence: Citation JSON is syntactically invalid.. Final answer: {""source"": ""example"",",malformed_output
trace_052,data,Agent type: data. Task: Determine revenue change. Steps: sql -> execute -> calculate -> answer. Tool calls: 1. Evidence: Evidence shows revenue increased but agent concludes it decreased.. Final answer: Revenue decreased.,bad_reasoning
trace_062,data,Agent type: data. Task: Calculate average and maximum. Steps: sql -> execute -> aggregate -> answer. Tool calls: 1. Evidence: Maximum requested value is omitted.. Final answer: The average is 7.4.,incomplete_task
trace_046,file,Agent type: file. Task: Inspect spreadsheet contents. Steps: calculator -> answer. Tool calls: 1. Evidence: Spreadsheet tool/file reader was required.. Final answer: I calculated the spreadsheet values.,wrong_tool
trace_080,research,Agent type: research. Task: Return structured answer. Steps: search -> retrieve -> answer. Tool calls: 1. Evidence: Required fields are absent.. Final answer: The answer is approximately correct.,malformed_output
